Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Coimbra    Tábua    Espariz    759    932
Coimbra    Tábua    Meda de Mouros    222    777
Coimbra    Tábua    Midões    1 757     1 998
Coimbra    Tábua    Mouronho    984    2 402
Coimbra    Tábua    Pinheiro de Coja    372    1 232
Coimbra    Tábua    Póvoa de Midões    660    944
Coimbra    Tábua    S. João da Boa Vista    484    1 000
Coimbra    Tábua    Sinde    465    1 406
Coimbra    Tábua    Tábua    3 035     2 461
Coimbra    Tábua    Vila Nova de Oliveirinha    338    440
Coimbra    Vila Nova de Poiares    Arrifana    1 603     2 411
Coimbra    Vila Nova de Poiares    Lavegadas    249    1 123
Coimbra    Vila Nova de Poiares    Poiares (Santo André)    3 728     2 780
Coimbra    Vila Nova de Poiares    S. Miguel de Poiares    1 481     2 068 
Évora    Alandroal    Alandroal (N. S. da Conceição)    1 938     15 660
Évora    Alandroal    Capelins (Santo António)    673    8 657
Évora    Alandroal    Juromenha (N. S. do Loreto)    146    3 305
Évora    Alandroal    Santiago Maior    2 557     11 302
Évora    Alandroal    S.Brás dos Matos (Mina do Bugalho)    412    7 266
Évora    Alandroal    Terena (S. Pedro)    859    8 295 
Évora    Arraiolos    Arraiolos    3 549     14 647
Évora    Arraiolos    Gafanhoeiro (S. Pedro)    623    4 517
Évora    Arraiolos    Igrejinha    769    8 463
Évora    Arraiolos    Sabugueiro    453    3 808
Évora    Arraiolos    Sta. Justa    226    4 290
Évora    Arraiolos    S. Gregório    396    7 436
Évora    Arraiolos    Vimieiro    1 600     25 247
Évora    Borba    Borba (Matriz)    3 701     4 123
Évora    Borba    Borba (S. Bartolomeu)    932    14
Évora    Borba    Orada    878    5 083
Évora    Borba    Rio de Moinhos    2 271     5 292 
Évora    Estremoz    Arcos    1 339     2 389
Évora    Estremoz    Estremoz (Sta. Maria)    6 033     6 302
Évora    Estremoz    Estremoz (Santo André)    2 978     77
Évora    Estremoz    Évora Monte (Sta. Maria)    724    9 942
Évora    Estremoz    Glória    616    7 287
Évora    Estremoz    Sta. Vitória do Ameixial    491    5 542
Évora    Estremoz    Santo Estevão    112    3 362
Évora    Estremoz    S. Bento de Ana Loura    46    2 653
Évora    Estremoz    S. Bento do Ameixial    390    4 199
Évora    Estremoz    S. Bento do Cortiço    717    2 341
Évora    Estremoz    S. Domingos de Ana Loura    436    1 633
Évora    Estremoz    S. Lourenço de Mamporcão    558    1 687
Évora    Estremoz    Veiros    1 233     3 970 
Évora    Évora    Bacelo    8 297     1 325
Évora    Évora    Canaviais    3 001     1 443
Évora    Évora    Évora (Santo Antão)    1 473     27
Évora    Évora    Évora (S. Mamede)    2 171     23
Évora    Évora    Horta das Figueiras    8 305     4 276
Évora    Évora    Malagueira    13 123     1 778
Évora    Évora    N. S. da Boa Fé    376    3 362
Évora    Évora    N. S. da Graça do Divor    473    8 613
Évora    Évora    N. S. da Tourega    804    19 884
Évora    Évora    N. S. de Guadalupe    495    6 866
Évora    Évora    N. S. de Machede    1 180     18 534
Évora    Évora    S. Bento do Mato    1 343     6 655
Évora    Évora    S. Manços    1 016     10 834
Évora    Évora    S. Miguel de Machede    983    8 153
Évora    Évora    S. Sebastião da Giesteira    790    4 489
Évora    Évora    S. Vicente do Pigeiro    436    8 477
Évora    Évora    Sé e S. Pedro    2 027     60
Évora    Évora    Senhora da Saúde    9 415     3 403
Évora    Évora    Torre de Coelheiros    817    22 623 
Évora    Montemor-o-Novo    Cabrela    703    19 484
Évora    Montemor-o-Novo    Ciborro    841    5 631
Évora    Montemor-o-Novo    Cortiçadas    995    10 019
Évora    Montemor-o-Novo    Foros de Vale de Figueira    1 065     6 705
Évora    Montemor-o-Novo    Lavre    887    11 640
Évora    Montemor-o-Novo    N. S. da Vila    5 629     18 595
Évora    Montemor-o-Novo    N. S. do Bispo    5 411     12 452
Évora    Montemor-o-Novo    Santiago do Escoural    1 659     13 893
Évora    Montemor-o-Novo    S. Cristovão    754    14 533
Évora    Montemor-o-Novo    Silveiras    634    10 258 
Évora    Mora    Brotas    543    8 315
Évora    Mora    Cabeção    1 259     4 744
Évora    Mora    Mora    2 819     12 759
Évora    Mora    Pavia    1 166     18 528 
Évora    Mourão    Granja    746    9 247
Évora    Mourão    Luz    373    5 090
Évora    Mourão    Mourão    2 111     13 518 
Évora    Portel    Alqueva    449    7 920
Évora    Portel    Amieira    436    9 836
Évora    Portel    Monte do Trigo    1 245     10 701
Évora    Portel    Oriola    495    3 621
Évora    Portel    Portel    2 825     15 640
Évora    Portel    Santana    628    4 189
Évora    Portel    S. Bartolomeu do Outeiro    575    3 749
Évora    Portel    Vera Cruz    456    4 458
Évora    Redondo    Montoito    1 273     6 181
Évora    Redondo    Redondo    5 763     30 794 
Évora    Reguengos de Monsaraz    Campinho    917    4 711
Évora    Reguengos de Monsaraz    Campo    840    12 941
Évora    Reguengos de Monsaraz    Corval    1 578     9 491
Évora    Reguengos de Monsaraz    Monsaraz    977    8 825
Évora    Reguengos de Monsaraz    Reguengos de Monsaraz    7 070     10 155 
Évora    Vendas Novas    Campinho    917    4 711
Évora    Vendas Novas    Campo    840    12 941
Évora    Vendas Novas    Corval    1 578     9 491
Évora    Vendas Novas    Monsaraz    977    8 825
Évora    Vendas Novas    Reguengos de Monsaraz    7 070     10 155 
Évora    Viana do Alentejo    Aguiar    699    2 781
Évora    Viana do Alentejo    Alcáçovas    2 088     26 813
Évora    Viana do Alentejo    Viana do Alentejo    2 828     9 798 
Évora    Vila Viçosa    Bencatel    1 720     3 626
Évora    Vila Viçosa    Ciladas    1 150     10 754
Évora    Vila Viçosa    Pardais    559    1 783
Évora    Vila Viçosa    Vila Viçosa (Conceição)    4 364     3 279
Évora    Vila Viçosa    Vila Viçosa (S. Bartolomeu)    1 078     21
Faro    Albufeira    Albufeira    16 237     2 978
Faro    Albufeira    Ferreiras    4 951     2 464
Faro    Albufeira    Guia    3 630     2 800
Faro    Albufeira    Olhos de Água    3 221     1 569
Faro    Albufeira    Paderne    3 504     5 849 
Faro    Alcoutim    Alcoutim    1 099     12 960
Faro    Alcoutim    Giões    307    6 595
Faro    Alcoutim    Martim Longo    1 384     13 414
Faro    Alcoutim    Pereiro    287    10 125
Faro    Alcoutim    Vaqueiros    693    14 563 
Faro    Aljezur    Alcoutim    1 099     12 960
Faro    Aljezur    Giões    307    6 595
Faro    Aljezur    Martim Longo    1 384     13 414
Faro    Aljezur    Pereiro    287    10 125
Faro    Aljezur    Vaqueiros    693    14 563 
Faro    Castro Marim    Alcoutim    1 099     12 960
Faro    Castro Marim    Giões    307    6 595
Faro    Castro Marim    Martim Longo    1 384     13 414
Faro    Castro Marim    Pereiro    287    10 125
Faro    Castro Marim    Vaqueiros    693    14 563 
Faro    Faro    Conceição    3 751     2 174
Faro    Faro    Estoi    3 538     4 655
Faro    Faro    Faro (S. Pedro)    12 761     1 175
Faro    Faro    Faro (Sé)    28 546     6 033
Faro    Faro    Montenegro    5 336     2 301
Faro    Faro    Sta. Bárbara de Nexe    4 119     3 793 
Faro    Lagoa (Algarve)    Carvoeiro    2 784     1 412
Faro    Lagoa (Algarve)    Estômbar    4 658     2 383
Faro    Lagoa (Algarve)    Ferragudo    1 866     537
Faro    Lagoa (Algarve)    Lagoa    6 059     2 567
Faro    Lagoa (Algarve)    Parchal    3 378     395
Faro    Lagoa (Algarve)    Porches    1 901     1 557
Faro    Lagos    Barão de S. João    804    5 263
Faro    Lagos    Bensafrim    1 533     7 846
Faro    Lagos    Lagos (Sta. Maria)    6 440     933
Faro    Lagos    Lagos (S. Sebastião)    11 030     1 984
Faro    Lagos    Luz    3 068     2 183
Faro    Lagos    Odiáxere    2 522     3 183 
Faro    Loulé    Almansil    8 795     6 269
Faro    Loulé    Alte    2 176     9 469
Faro    Loulé    Ameixial    604    12 135
Faro    Loulé    Benafim    1 141     5 510
Faro    Loulé    Boliqueime    4 473     4 146
Faro    Loulé    Loulé (S. Clemente)    14 406     4 742
Faro    Loulé    Loulé (S. Sebastião)    6 734     6 731
Faro    Loulé    Quarteira    16 131     3 779
Faro    Loulé    Querença    788    3 718
Faro    Loulé    Salir    3 023     18 529
Faro    Loulé    Tôr    887    1 485 
Faro    Monchique    Alferce    512    9 531
Faro    Monchique    Marmelete    1 087     14 767
Faro    Monchique    Monchique    5 375     15 317 
Faro    Olhão    Fuseta    2 146     36
Faro    Olhão    Moncarapacho    7 591     7 519
Faro    Olhão    Olhão    14 749     943
Faro    Olhão    Pechão    3 033     2 031
Faro    Olhão    Quelfes    13 289     2 153 
Faro    Portimão    Alvor    4 977     1 525
Faro    Portimão    Mexilhoeira Grande    3 598     8 841
Faro    Portimão    Portimão    36 243     7 569 
Faro    S. Brás de Alportel    S. Brás de Alportel    10 032     15 005 
Faro    Silves    Alcantarilha    2 347     1 954
Faro    Silves    Algoz    2 946     3 891
Faro    Silves    Armação de Pêra    3 770     915
Faro    Silves    Pêra    1 951     2 026
Faro    Silves    S. Bartolomeu de Messines    8 491     24 641
Faro    Silves    S. Marcos da Serra    1 535     15 490
Faro    Silves    Silves    10 768     17 745
Faro    Silves    Tunes    2 022     1 213 
Faro    Tavira    Cabanas de Tavira    1 070     631
Faro    Tavira    Cachopo    1 024     19 756
Faro    Tavira    Conceição    1 446     6 118
Faro    Tavira    Luz    3 778     3 153
Faro    Tavira    Sta. Luzia    1 729     446
Faro    Tavira    Santo Estevão    1 287     2 636
Faro    Tavira    Sta. Catarina da Fonte do Bispo    2 085     11 898
Faro    Tavira    Tavira (Sta. Maria)    6 672     13 509
Faro    Tavira    Tavira (Santiago)    5 904     2 570 
Faro    Vila do Bispo    Barão de S. Miguel    440    1 486
Faro    Vila do Bispo    Budens    1 573     4 569
Faro    Vila do Bispo    Raposeira    441    2 571
Faro    Vila do Bispo    Sagres    1 939     3 428
Faro    Vila do Bispo    Vila do Bispo    956    5 844 
Faro    Vila Real de Santo António    Monte Gordo    3 952     412
Faro    Vila Real de Santo António    Vila Nova de Cacela    3 462     4 446
Faro    Vila Real de Santo António    Vila Real de Santo António    10 542     895
Guarda    Aguiar da Beira    Aguiar da Beira    1 478     2 772
Guarda    Aguiar da Beira    Carapito    511    1 545
Guarda    Aguiar da Beira    Cortiçada    389    1 443
Guarda    Aguiar da Beira    Coruche    208    857
Guarda    Aguiar da Beira    Dornelas    769    1 396
Guarda    Aguiar da Beira    Eirado    272    1 174
Guarda    Aguiar da Beira    Forninhos    272    1 076
Guarda    Aguiar da Beira    Gradiz    212    1 371
Guarda    Aguiar da Beira    Pena Verde    980    3 279
Guarda    Aguiar da Beira    Pinheiro    287    1 766
Guarda    Aguiar da Beira    Sequeiros    297    1 292
Guarda    Aguiar da Beira    Souto de Aguiar da Beira    369    1 660
Guarda    Aguiar da Beira    Valverde    203    737
Guarda    Almeida    Ade    98    744
Guarda    Almeida    Aldeia Nova    53    1 011
Guarda    Almeida    Almeida    1 491     5 234
Guarda    Almeida    Amoreira    185    1 330
Guarda    Almeida    Azinhal    82    1 080
Guarda    Almeida    Cabreira    77    525
Guarda    Almeida    Castelo Bom    181    2 528
Guarda    Almeida    Castelo Mendo    134    2 326
Guarda    Almeida    Freineda    269    2 880
Guarda    Almeida    Freixo    217    1 730
Guarda    Almeida    Junça    162    1 890
Guarda    Almeida    Leomil    134    1 462
Guarda    Almeida    Malhada Sorda    364    4 815
Guarda    Almeida    Malpartida    206    2 354
Guarda    Almeida    Mesquitela    58    468
Guarda    Almeida    Mido    59    700
Guarda    Almeida    Miuzela    432    1 420
Guarda    Almeida    Monte Perobolço    79    815
Guarda    Almeida    Nave de Haver    504    4 114
Guarda    Almeida    Naves    101    1 341
Guarda    Almeida    Parada    158    1 278
Guarda    Almeida    Peva    140    1 453
Guarda    Almeida    Porto de Ovelha    83    1 429
Guarda    Almeida    S. Pedro de Rio Seco    202    2 352
Guarda    Almeida    Senouras    57    946
Guarda    Almeida    Vale da Mula    237    1 537
Guarda    Almeida    Vale de Coelha    48    586
Guarda    Almeida    Vale Verde    131    2 144
Guarda    Almeida    Vilar Formoso    2 481     1 563 
Guarda    Celorico da Beira    Açores    369    957
Guarda    Celorico da Beira    Baraçal    271    1 200
Guarda    Celorico da Beira    Cadafaz    164    853
Guarda    Celorico da Beira    Carrapichana    269    596
Guarda    Celorico da Beira    Casas do Soeiro    501    588
Guarda    Celorico da Beira    Celorico (Sta. Maria)    1 171     1 595
Guarda    Celorico da Beira    Celorico (S. Pedro)    1 387     1 380
Guarda    Celorico da Beira    Cortiçô da Serra    229    496
Guarda    Celorico da Beira    Forno Telheiro    838    2 048
Guarda    Celorico da Beira    Lajeosa do Mondego    783    1 229
Guarda    Celorico da Beira    Linhares    328    1 547
Guarda    Celorico da Beira    Maçal do Chão    192    1 549
Guarda    Celorico da Beira    Mesquitela    308    1 659
Guarda    Celorico da Beira    Minhocal    240    1 080
Guarda    Celorico da Beira    Prados    222    1 674
Guarda    Celorico da Beira    Rapa    197    795
Guarda    Celorico da Beira    Ratoeira    292    770
Guarda    Celorico da Beira    Salgueirais    156    900
Guarda    Celorico da Beira    Vale de Azares    467    947
Guarda    Celorico da Beira    Velosa    146    1 125
Guarda    Celorico da Beira    Vide Entre Vinhas    195    909
Guarda    Celorico da Beira    Vila Boa do Mondego    150    1 096 
Guarda    Figueira de Castelo Rodrigo    Algodres    352    3 216
Guarda    Figueira de Castelo Rodrigo    Almofala    250    2 986
Guarda    Figueira de Castelo Rodrigo    Castelo Rodrigo    469    2 752
Guarda    Figueira de Castelo Rodrigo    Cinco Vilas    103    1 760
Guarda    Figueira de Castelo Rodrigo    Colmeal    58    4 002
Guarda    Figueira de Castelo Rodrigo    Escalhão    931    7 843
Guarda    Figueira de Castelo Rodrigo    Escarigo    124    1 766
Guarda    Figueira de Castelo Rodrigo    Figueira de Castelo Rodrigo    2 253     3 405
Guarda    Figueira de Castelo Rodrigo    Freixeda do Torrão    306    2 351
Guarda    Figueira de Castelo Rodrigo    Mata de Lobos    496    3 779
Guarda    Figueira de Castelo Rodrigo    Penha de Águia    169    1 746
Guarda    Figueira de Castelo Rodrigo    Quintã de Pêro Martins    206    1 552
Guarda    Figueira de Castelo Rodrigo    Reigada    348    2 543
Guarda    Figueira de Castelo Rodrigo    Vale de Afonsinho    122    1 379
Guarda    Figueira de Castelo Rodrigo    Vermiosa    438    3 950
Guarda    Figueira de Castelo Rodrigo    Vilar de Amargo    236    2 735
Guarda    Figueira de Castelo Rodrigo    Vilar Torpim    297    3 092 
Guarda    Fornos de Algodres    Algodres    450    1 022
Guarda    Fornos de Algodres    Casal Vasco    269    644
Guarda    Fornos de Algodres    Cortiçô    180    511
Guarda    Fornos de Algodres    Figueiró da Granja    471    1 168
Guarda    Fornos de Algodres    Fornos de Algodres    1 686     1 546
Guarda    Fornos de Algodres    Fuinhas    110    606
Guarda    Fornos de Algodres    Infias    280    274
Guarda    Fornos de Algodres    Juncais    316    887
Guarda    Fornos de Algodres    Maceira    277    822
Guarda    Fornos de Algodres    Matança    312    1 377
Guarda    Fornos de Algodres    Muxagata    248    1 014
Guarda    Fornos de Algodres    Queiriz    293    1 099
Guarda    Fornos de Algodres    Sobral Pichorro    227    881
Guarda    Fornos de Algodres    Vila Chã    93    303
Guarda    Fornos de Algodres    Vila Ruiva    180    713
Guarda    Fornos de Algodres    Vila Soeiro do Chão    237    456
Guarda    Gouveia    Aldeias    341    1 951
Guarda    Gouveia    Arcozelo    858    3 079
Guarda    Gouveia    Cativelos    873    709
Guarda    Gouveia    Figueiró da Serra    303    1 431
